"Sim_N","Day","AVG_SF_per_Day"
1066778666785066496,1,4.81
1066778666785066496,2,4.05
1066778666785066496,3,3.29
1066778666785066496,4,3.07
1066778666785066496,5,3.12
1066778666785066496,6,2.2
1066778666785066496,7,3.43
1066778666785066496,8,4.04
1066778666785066496,9,3.37
1066778666785066496,10,4.07
1066778666785066496,11,4.82
1066778666785066496,12,4.92
1066778666785066496,13,4.05
1066778666785066496,14,4.71
1066778666785066496,15,4.54
1113849294282151936,1,4.99
1113849294282151936,2,4.86
1113849294282151936,3,4.63
1113849294282151936,4,4.79
1113849294282151936,5,4.96
1113849294282151936,6,4.38
1113849294282151936,7,4.31
1113849294282151936,8,4.95
1113849294282151936,9,3.51
1113849294282151936,10,3.82
1113849294282151936,11,3.5
1113849294282151936,12,2
1113849294282151936,13,1.72
1113849294282151936,14,1.83
1113849294282151936,15,3.84
127532670151286688,1,4.98
127532670151286688,2,3.94
127532670151286688,3,3.03
127532670151286688,4,4.27
127532670151286688,5,4.79
127532670151286688,6,4.81
127532670151286688,7,4.82
127532670151286688,8,4.68
127532670151286688,9,4.33
127532670151286688,10,4.37
127532670151286688,11,3.95
127532670151286688,12,4.02
127532670151286688,13,3.69
127532670151286688,14,2.31
127532670151286688,15,3.74
1320283860479989504,1,4.41
1320283860479989504,2,3.36
1320283860479989504,3,4.2
1320283860479989504,4,3.15
1320283860479989504,5,3.02
1320283860479989504,6,4.43
1320283860479989504,7,4.95
1320283860479989504,8,4.53
1320283860479989504,9,4.34
1320283860479989504,10,4.97
1320283860479989504,11,4.4
1320283860479989504,12,4.99
1320283860479989504,13,4.65
1320283860479989504,14,4.21
1320283860479989504,15,4.79
1339591167755695104,1,4.56
1339591167755695104,2,4.54
1339591167755695104,3,4.58
1339591167755695104,4,2.84
1339591167755695104,5,3.13
1339591167755695104,6,2.47
1339591167755695104,7,2.15
1339591167755695104,8,2.33
1339591167755695104,9,3.92
1339591167755695104,10,2.47
1339591167755695104,11,2.95
1339591167755695104,12,2.95
1339591167755695104,13,2.69
1339591167755695104,14,2.75
1339591167755695104,15,3.33
1600040575510602752,1,5
1600040575510602752,2,4.41
1600040575510602752,3,4.11
1600040575510602752,4,4.31
1600040575510602752,5,3.89
1600040575510602752,6,3.71
1600040575510602752,7,2.54
1600040575510602752,8,2.78
1600040575510602752,9,3.63
1600040575510602752,10,2.47
1600040575510602752,11,3.87
1600040575510602752,12,3.36
1600040575510602752,13,3.05
1600040575510602752,14,2.44
1600040575510602752,15,3.27
1626006824541751040,1,5
1626006824541751040,2,4.99
1626006824541751040,3,5
1626006824541751040,4,4.97
1626006824541751040,5,4.77
1626006824541751040,6,4.2
1626006824541751040,7,3.59
1626006824541751040,8,3.25
1626006824541751040,9,2.31
1626006824541751040,10,3.66
1626006824541751040,11,4.3
1626006824541751040,12,4.11
1626006824541751040,13,4.2
1626006824541751040,14,3.87
1626006824541751040,15,4.55
1875207020410489344,1,4.86
1875207020410489344,2,4.35
1875207020410489344,3,4.61
1875207020410489344,4,4.84
1875207020410489344,5,4.71
1875207020410489344,6,4.48
1875207020410489344,7,3.57
1875207020410489344,8,2.64
1875207020410489344,9,2.48
1875207020410489344,10,2.51
1875207020410489344,11,1.85
1875207020410489344,12,2.42
1875207020410489344,13,2.47
1875207020410489344,14,1.87
1875207020410489344,15,3.33
1902280886870129664,1,4.93
1902280886870129664,2,4.24
1902280886870129664,3,4.54
1902280886870129664,4,3.66
1902280886870129664,5,2.85
1902280886870129664,6,3.62
1902280886870129664,7,3.88
1902280886870129664,8,4.8
1902280886870129664,9,4.93
1902280886870129664,10,4.93
1902280886870129664,11,4.96
