"Sim_N","Day","AVG_SF_per_Day"
1081327214391841536,1,5
1081327214391841536,2,4.92
1081327214391841536,3,4.9
1081327214391841536,4,4.18
1081327214391841536,5,4.55
1081327214391841536,6,4.94
1081327214391841536,7,3.26
1081327214391841536,8,1.06
1081327214391841536,9,1.31
1081327214391841536,10,3.28
1081327214391841536,11,1.74
1081327214391841536,12,2.53
1081327214391841536,13,2.15
1081327214391841536,14,2.24
1081327214391841536,15,4.06
1137539935363581568,1,4.99
1137539935363581568,2,4.99
1137539935363581568,3,3.97
1137539935363581568,4,2.2
1137539935363581568,5,2.26
1137539935363581568,6,3.77
1137539935363581568,7,2.99
1137539935363581568,8,1.72
1137539935363581568,9,2.75
1137539935363581568,10,2.79
1137539935363581568,11,3.08
1137539935363581568,12,3.57
1137539935363581568,13,2.12
1137539935363581568,14,4.23
1137539935363581568,15,4.26
1242334243731447808,1,4.31
1242334243731447808,2,3.23
1242334243731447808,3,4.83
1242334243731447808,4,3.98
1242334243731447808,5,4.83
1242334243731447808,6,4.76
1242334243731447808,7,3.88
1242334243731447808,8,4.12
1242334243731447808,9,3.93
1242334243731447808,10,2.69
1242334243731447808,11,3.23
1242334243731447808,12,4.54
1242334243731447808,13,4.51
1242334243731447808,14,4.19
1242334243731447808,15,3.73
131700282479448256,1,4.73
131700282479448256,2,3.99
131700282479448256,3,4.67
131700282479448256,4,5
131700282479448256,5,5
131700282479448256,6,4.97
131700282479448256,7,4.41
131700282479448256,8,3.14
131700282479448256,9,3.74
131700282479448256,10,1.96
131700282479448256,11,2.49
131700282479448256,12,3.82
131700282479448256,13,4.49
131700282479448256,14,4.35
131700282479448256,15,3.99
1321088687540529664,1,4.13
1321088687540529664,2,4.71
1321088687540529664,3,4.56
1321088687540529664,4,4.46
1321088687540529664,5,4.51
1321088687540529664,6,4.94
1321088687540529664,7,4.43
1321088687540529664,8,4.92
1321088687540529664,9,4.67
1321088687540529664,10,3.57
1321088687540529664,11,4.24
1321088687540529664,12,3.73
1321088687540529664,13,3.47
1321088687540529664,14,2.32
1321088687540529664,15,3.87
133697142339449152,1,4.74
133697142339449152,2,4.47
133697142339449152,3,4.32
133697142339449152,4,4
133697142339449152,5,1.86
133697142339449152,6,1.37
133697142339449152,7,1.15
133697142339449152,8,2.06
133697142339449152,9,3.63
133697142339449152,10,4.92
133697142339449152,11,5
133697142339449152,12,3.05
133697142339449152,13,1.63
