"Sim_N","Day","AVG_SF_per_Day"
1003662711526192384,1,2.36
1003662711526192384,2,3.22
1003662711526192384,3,2.66
1003662711526192384,4,3.55
1003662711526192384,5,2.66
1003662711526192384,6,2.75
1003662711526192384,7,1.81
1003662711526192384,8,2.45
1003662711526192384,9,4.43
1003662711526192384,10,2.51
1003662711526192384,11,3.74
1003662711526192384,12,3.51
1003662711526192384,13,3.4
1003662711526192384,14,2.91
1003662711526192384,15,3.16
1007172074353381632,1,3.27
1007172074353381632,2,2.2
1007172074353381632,3,3.34
1007172074353381632,4,2.41
1007172074353381632,5,3.11
1007172074353381632,6,3.14
1007172074353381632,7,2.71
1007172074353381632,8,3.16
1007172074353381632,9,3.61
1007172074353381632,10,3.47
1007172074353381632,11,3.16
1007172074353381632,12,3.5
1007172074353381632,13,2.98
1007172074353381632,14,2.5
1007172074353381632,15,4.72
1012997482829379200,1,3.71
1012997482829379200,2,3.42
1012997482829379200,3,1.91
1012997482829379200,4,2.84
1012997482829379200,5,3.11
1012997482829379200,6,2.5
1012997482829379200,7,3.29
1012997482829379200,8,3.22
1012997482829379200,9,3.49
1012997482829379200,10,2.88
1012997482829379200,11,2.76
1012997482829379200,12,2.7
1012997482829379200,13,3.23
1012997482829379200,14,2.8
1012997482829379200,15,4.68
104204396114726528,1,4.38
104204396114726528,2,2.65
104204396114726528,3,2.56
104204396114726528,4,3.46
104204396114726528,5,2.44
104204396114726528,6,3.21
104204396114726528,7,2.7
104204396114726528,8,2.52
104204396114726528,9,3.9
104204396114726528,10,2.67
104204396114726528,11,3.63
104204396114726528,12,3.76
104204396114726528,13,2.72
104204396114726528,14,2.07
104204396114726528,15,4.09
104282112643115040,1,2.69
104282112643115040,2,2.78
104282112643115040,3,3.26
104282112643115040,4,3.02
104282112643115040,5,2.38
104282112643115040,6,3.04
104282112643115040,7,2.45
104282112643115040,8,3.19
104282112643115040,9,3.93
104282112643115040,10,3.24
104282112643115040,11,3.54
104282112643115040,12,3.15
104282112643115040,13,1.95
104282112643115040,14,2.6
104282112643115040,15,3.69
1052166180474793472,1,3.47
1052166180474793472,2,3.19
1052166180474793472,3,4.46
1052166180474793472,4,3.84
1052166180474793472,5,2.31
1052166180474793472,6,3.05
1052166180474793472,7,1.99
1052166180474793472,8,3.1
1052166180474793472,9,2.82
1052166180474793472,10,3.4
1052166180474793472,11,3.19
1052166180474793472,12,2.28
1052166180474793472,13,3.56
1052166180474793472,14,3.22
1052166180474793472,15,4.55
1059784314481889536,1,4.74
1059784314481889536,2,2.4
1059784314481889536,3,2.73
1059784314481889536,4,3.53
1059784314481889536,5,3.36
1059784314481889536,6,2.76
1059784314481889536,7,2.78
1059784314481889536,8,3.4
1059784314481889536,9,3.17
1059784314481889536,10,2.46
1059784314481889536,11,2.84
1059784314481889536,12,2.81
1059784314481889536,13,3.97
1059784314481889536,14,3.61
1059784314481889536,15,3.86
1075590122733891840,1,3.14
1075590122733891840,2,4.39
1075590122733891840,3,2.57
1075590122733891840,4,2.8
1075590122733891840,5,2.1
1075590122733891840,6,2.63
1075590122733891840,7,2.81
1075590122733891840,8,3.61
1075590122733891840,9,3.85
1075590122733891840,10,3.09
1075590122733891840,11,3.03
1075590122733891840,12,3.64
1075590122733891840,13,2.7
1075590122733891840,14,2.22
1075590122733891840,15,4.29
1079327088360076672,1,2.88
1079327088360076672,2,2.7
1079327088360076672,3,2.45
1079327088360076672,4,2.8
1079327088360076672,5,2.79
1079327088360076672,6,2.28
1079327088360076672,7,3.35
1079327088360076672,8,3.28
1079327088360076672,9,2.47
1079327088360076672,10,2.48
1079327088360076672,11,4.3
1079327088360076672,12,3.4
1079327088360076672,13,3.45
1079327088360076672,14,3.24
1079327088360076672,15,4.26
1079507425736336384,1,3.68
1079507425736336384,2,3.33
1079507425736336384,3,3.12
1079507425736336384,4,4.2
1079507425736336384,5,3.28
1079507425736336384,6,3.86
1079507425736336384,7,2.71
1079507425736336384,8,3.95
1079507425736336384,9,2.55
1079507425736336384,10,3.85
1079507425736336384,11,2.97
1079507425736336384,12,2.35
1079507425736336384,13,3.67
1079507425736336384,14,3.58
1079507425736336384,15,4.61
1089046152749512320,1,3.22
1089046152749512320,2,3.53
1089046152749512320,3,2.9
1089046152749512320,4,3.3
1089046152749512320,5,3.3
1089046152749512320,6,3.8
1089046152749512320,7,2.72
1089046152749512320,8,2.54
1089046152749512320,9,2.8
1089046152749512320,10,3.16
1089046152749512320,11,3.22
1089046152749512320,12,2.94
1089046152749512320,13,2.21
1089046152749512320,14,3.35
1089046152749512320,15,4.16
1104545370675640960,1,3.27
1104545370675640960,2,1.76
1104545370675640960,3,3.19
1104545370675640960,4,3.84
1104545370675640960,5,1.42
1104545370675640960,6,3.42
1104545370675640960,7,2.09
1104545370675640960,8,3.43
1104545370675640960,9,3.34
1104545370675640960,10,4.15
1104545370675640960,11,2.54
1104545370675640960,12,3.2
1104545370675640960,13,3.45
1104545370675640960,14,3.06
1104545370675640960,15,4.25
112430223030889760,1,3.56
112430223030889760,2,4.07
112430223030889760,3,2.09
112430223030889760,4,3.07
112430223030889760,5,2.96
112430223030889760,6,3.13
112430223030889760,7,3.46
112430223030889760,8,3.36
112430223030889760,9,2.13
112430223030889760,10,3.49
112430223030889760,11,3.13
112430223030889760,12,3.18
112430223030889760,13,2.61
112430223030889760,14,1.97
112430223030889760,15,3.72
1140100582381673600,1,3.73
1140100582381673600,2,4.82
1140100582381673600,3,4.02
1140100582381673600,4,2.13
1140100582381673600,5,3.17
1140100582381673600,6,2.5
1140100582381673600,7,3.2
1140100582381673600,8,3.45
1140100582381673600,9,2.48
1140100582381673600,10,2.33
1140100582381673600,11,3.1
1140100582381673600,12,2.88
1140100582381673600,13,3.25
1140100582381673600,14,3.24
1140100582381673600,15,3.32
1142373968537598464,1,3.96
1142373968537598464,2,2.5
1142373968537598464,3,3.6
1142373968537598464,4,2.31
1142373968537598464,5,2.55
1142373968537598464,6,3.27
1142373968537598464,7,3.03
1142373968537598464,8,3.04
1142373968537598464,9,2.62
1142373968537598464,10,2.74
1142373968537598464,11,1.76
1142373968537598464,12,2.63
1142373968537598464,13,4.26
1142373968537598464,14,3.48
1142373968537598464,15,4.33
1146502943726782848,1,3.17
1146502943726782848,2,2.41
1146502943726782848,3,3.1
1146502943726782848,4,3.36
1146502943726782848,5,2.59
1146502943726782848,6,2.98
1146502943726782848,7,3.37
1146502943726782848,8,2.59
1146502943726782848,9,4.06
1146502943726782848,10,3.05
1146502943726782848,11,4.3
1146502943726782848,12,3.33
1146502943726782848,13,3.19
1146502943726782848,14,3.31
1146502943726782848,15,4.19
1148420985562987520,1,3.34
1148420985562987520,2,3.37
1148420985562987520,3,3.08
1148420985562987520,4,3.51
1148420985562987520,5,2.33
1148420985562987520,6,3.28
1148420985562987520,7,2.48
1148420985562987520,8,2.75
1148420985562987520,9,4.22
1148420985562987520,10,3.57
1148420985562987520,11,1.97
1148420985562987520,12,2.67
1148420985562987520,13,3.13
1148420985562987520,14,3.29
1148420985562987520,15,3.87
1148851912457238784,1,2.95
1148851912457238784,2,2.72
1148851912457238784,3,3.39
1148851912457238784,4,3.14
1148851912457238784,5,3.24
1148851912457238784,6,3.55
1148851912457238784,7,3.2
1148851912457238784,8,3.71
1148851912457238784,9,2.67
1148851912457238784,10,2.4
1148851912457238784,11,2.14
1148851912457238784,12,2.39
1148851912457238784,13,2.9
1148851912457238784,14,3.49
1148851912457238784,15,4.08
1149239645040921344,1,3.32
1149239645040921344,2,2.62
1149239645040921344,3,3.23
1149239645040921344,4,3.83
1149239645040921344,5,4.23
1149239645040921344,6,3.04
1149239645040921344,7,3.53
1149239645040921344,8,2.94
1149239645040921344,9,2.34
1149239645040921344,10,2.87
1149239645040921344,11,3.25
1149239645040921344,12,3.44
1149239645040921344,13,2.6
1149239645040921344,14,2.44
1149239645040921344,15,4.61
1150273597601062144,1,3.21
1150273597601062144,2,3.31
1150273597601062144,3,2.69
1150273597601062144,4,4.64
1150273597601062144,5,3.56
1150273597601062144,6,2.57
1150273597601062144,7,3.2
1150273597601062144,8,2.64
1150273597601062144,9,3.24
1150273597601062144,10,3.67
1150273597601062144,11,2.51
1150273597601062144,12,3.67
1150273597601062144,13,3.55
1150273597601062144,14,2.59
1150273597601062144,15,3.84
1179141976034609920,1,3.65
1179141976034609920,2,3.05
1179141976034609920,3,3.94
1179141976034609920,4,3.57
1179141976034609920,5,3.26
1179141976034609920,6,2.62
1179141976034609920,7,2.8
1179141976034609920,8,2.64
1179141976034609920,9,2.36
1179141976034609920,10,3.2
1179141976034609920,11,3.57
1179141976034609920,12,3.74
1179141976034609920,13,4.65
1179141976034609920,14,2.92
1179141976034609920,15,3.51
118379594366471360,1,3.94
118379594366471360,2,3.24
118379594366471360,3,2.31
118379594366471360,4,2.75
118379594366471360,5,3.19
118379594366471360,6,3.97
118379594366471360,7,4.09
118379594366471360,8,2.9
118379594366471360,9,2.76
118379594366471360,10,2.14
118379594366471360,11,2.09
118379594366471360,12,3.41
118379594366471360,13,3.64
118379594366471360,14,2.58
118379594366471360,15,3.23
121795934812034576,1,4.29
121795934812034576,2,3.06
121795934812034576,3,3.38
121795934812034576,4,2.56
121795934812034576,5,3.5
121795934812034576,6,3.14
