"Sim_N","Day","AVG_SF_per_Day"
1054569708953620736,1,4.99
1054569708953620736,2,3.61
1054569708953620736,3,4.24
1054569708953620736,4,4.93
1054569708953620736,5,4.38
1054569708953620736,6,5
1054569708953620736,7,5
1054569708953620736,8,5
1054569708953620736,9,5
1054569708953620736,10,5
1054569708953620736,11,5
1054569708953620736,12,4.58
1054569708953620736,13,5
1054569708953620736,14,4.98
1054569708953620736,15,4.33
1277061900782975744,1,4.92
1277061900782975744,2,4.98
1277061900782975744,3,5
1277061900782975744,4,4.99
1277061900782975744,5,4.52
1277061900782975744,6,5
1277061900782975744,7,4.73
1277061900782975744,8,5
1277061900782975744,9,4.96
1277061900782975744,10,5
1277061900782975744,11,4.83
1277061900782975744,12,5
1277061900782975744,13,5
1277061900782975744,14,4.43
1277061900782975744,15,4.79
1337777946756816384,1,4.73
1337777946756816384,2,4.98
1337777946756816384,3,4.95
1337777946756816384,4,5
1337777946756816384,5,4.43
1337777946756816384,6,4.86
1337777946756816384,7,5
1337777946756816384,8,4.45
1337777946756816384,9,4.9
1337777946756816384,10,4.55
1337777946756816384,11,4.54
1337777946756816384,12,4.92
1337777946756816384,13,5
1337777946756816384,14,5
1337777946756816384,15,4.96
1413511670073255936,1,4.87
1413511670073255936,2,4.88
1413511670073255936,3,4.89
1413511670073255936,4,4.96
1413511670073255936,5,5
1413511670073255936,6,5
1413511670073255936,7,4.93
1413511670073255936,8,5
1413511670073255936,9,5
1413511670073255936,10,4.86
1413511670073255936,11,4.91
1413511670073255936,12,5
1413511670073255936,13,5
1413511670073255936,14,5
1413511670073255936,15,4.82
1481948482178497280,1,4.92
1481948482178497280,2,4.08
1481948482178497280,3,5
1481948482178497280,4,5
1481948482178497280,5,4.57
1481948482178497280,6,4.95
1481948482178497280,7,5
1481948482178497280,8,5
1481948482178497280,9,4.99
1481948482178497280,10,5
1481948482178497280,11,5
1481948482178497280,12,5
1481948482178497280,13,5
1481948482178497280,14,4.89
1481948482178497280,15,4.81
1576689808961849856,1,5
1576689808961849856,2,4.85
1576689808961849856,3,4.77
1576689808961849856,4,4.44
1576689808961849856,5,4.98
1576689808961849856,6,4.86
1576689808961849856,7,4.31
1576689808961849856,8,5
1576689808961849856,9,5
1576689808961849856,10,4.3
1576689808961849856,11,4.98
1576689808961849856,12,4.45
1576689808961849856,13,4.83
1576689808961849856,14,5
1576689808961849856,15,4.99
1586841263072841216,1,5
1586841263072841216,2,4.97
1586841263072841216,3,5
1586841263072841216,4,4.82
1586841263072841216,5,4.88
1586841263072841216,6,4.97
1586841263072841216,7,4.98
1586841263072841216,8,5
1586841263072841216,9,4.69
1586841263072841216,10,4.39
1586841263072841216,11,4.8
1586841263072841216,12,4.85
1586841263072841216,13,4.99
1586841263072841216,14,4.05
1586841263072841216,15,4.65
1773931511441550080,1,4.6
1773931511441550080,2,4.38
1773931511441550080,3,5
1773931511441550080,4,4.81
1773931511441550080,5,4.94
1773931511441550080,6,4.98
1773931511441550080,7,4.98
1773931511441550080,8,4.75
1773931511441550080,9,4.95
1773931511441550080,10,5
1773931511441550080,11,5
1773931511441550080,12,5
1773931511441550080,13,4.95
1773931511441550080,14,4.97
1773931511441550080,15,4.99
1783498377735494400,1,5
1783498377735494400,2,5
1783498377735494400,3,4.92
1783498377735494400,4,4.67
1783498377735494400,5,5
1783498377735494400,6,4.96
1783498377735494400,7,5
1783498377735494400,8,4.24
1783498377735494400,9,4.79
1783498377735494400,10,5
1783498377735494400,11,4.99
1783498377735494400,12,5
1783498377735494400,13,5
1783498377735494400,14,5
1783498377735494400,15,5
183115492506884544,1,5
183115492506884544,2,4.89
183115492506884544,3,5
183115492506884544,4,5
183115492506884544,5,4.97
183115492506884544,6,4.88
183115492506884544,7,5
183115492506884544,8,5
183115492506884544,9,5
183115492506884544,10,4.98
183115492506884544,11,4.74
183115492506884544,12,4.87
183115492506884544,13,4.99
183115492506884544,14,4.59
183115492506884544,15,4.95
198862875224286912,1,4.94
198862875224286912,2,4.98
198862875224286912,3,5
198862875224286912,4,5
198862875224286912,5,4.99
198862875224286912,6,5
198862875224286912,7,4.31
198862875224286912,8,4.85
198862875224286912,9,4.95
198862875224286912,10,4.5
198862875224286912,11,5
198862875224286912,12,5
198862875224286912,13,5
198862875224286912,14,5
198862875224286912,15,5
2047417787976844288,1,4.8
2047417787976844288,2,5
2047417787976844288,3,5
2047417787976844288,4,4.97
2047417787976844288,5,5
2047417787976844288,6,4.97
