"Sim_N","Day","AVG_SF_per_Day"
1195655880232322816,1,4.12
1195655880232322816,2,1.65
1195655880232322816,3,1.21
1195655880232322816,4,1.75
1195655880232322816,5,1.75
1195655880232322816,6,1.07
1195655880232322816,7,1.53
1195655880232322816,8,1.15
1195655880232322816,9,1.71
1195655880232322816,10,1.52
1195655880232322816,11,0.94
1195655880232322816,12,1.17
1195655880232322816,13,1.88
1195655880232322816,14,3.18
1195655880232322816,15,4.04
1215352248323587072,1,4.69
1215352248323587072,2,2.3
1215352248323587072,3,1.39
1215352248323587072,4,2.09
1215352248323587072,5,1.27
1215352248323587072,6,1.76
1215352248323587072,7,1.14
1215352248323587072,8,2.28
1215352248323587072,9,2.22
1215352248323587072,10,2.22
1215352248323587072,11,1.16
1215352248323587072,12,1.69
1215352248323587072,13,2.5
1215352248323587072,14,1.87
1215352248323587072,15,3.61
127541376481355872,1,4.79
127541376481355872,2,4.9
127541376481355872,3,3
127541376481355872,4,1.24
127541376481355872,5,1.26
127541376481355872,6,1.36
127541376481355872,7,1.41
127541376481355872,8,1.51
127541376481355872,9,2.09
127541376481355872,10,2.83
127541376481355872,11,0.93
127541376481355872,12,1.32
127541376481355872,13,1.09
127541376481355872,14,1.81
127541376481355872,15,3.13
1313832687231677696,1,4.42
1313832687231677696,2,2.48
1313832687231677696,3,1.13
1313832687231677696,4,1.22
1313832687231677696,5,1.83
1313832687231677696,6,1.51
1313832687231677696,7,0.9
1313832687231677696,8,1.14
1313832687231677696,9,3.45
1313832687231677696,10,4.1
1313832687231677696,11,2.55
1313832687231677696,12,1.64
1313832687231677696,13,1.52
1313832687231677696,14,1.99
1313832687231677696,15,2.85
1320635370957148672,1,4.26
1320635370957148672,2,3.09
1320635370957148672,3,1.26
1320635370957148672,4,1.12
1320635370957148672,5,1.14
1320635370957148672,6,2.28
1320635370957148672,7,1.35
1320635370957148672,8,1.83
1320635370957148672,9,1.31
1320635370957148672,10,1.48
1320635370957148672,11,0.89
1320635370957148672,12,2.32
1320635370957148672,13,1.92
1320635370957148672,14,1.22
1320635370957148672,15,3.56
1341430092572581632,1,4.8
1341430092572581632,2,4.77
1341430092572581632,3,1.42
1341430092572581632,4,1.2
1341430092572581632,5,1.23
1341430092572581632,6,1.97
1341430092572581632,7,1.53
1341430092572581632,8,1.54
1341430092572581632,9,2.52
1341430092572581632,10,2.57
1341430092572581632,11,2
1341430092572581632,12,1.49
1341430092572581632,13,1.7
1341430092572581632,14,1.41
1341430092572581632,15,3.28
1363584340243333120,1,4.98
1363584340243333120,2,4
1363584340243333120,3,1.55
1363584340243333120,4,1.34
1363584340243333120,5,1.14
1363584340243333120,6,1.27
1363584340243333120,7,1.6
1363584340243333120,8,1.11
1363584340243333120,9,1.71
1363584340243333120,10,2.43
1363584340243333120,11,1.17
1363584340243333120,12,1.75
1363584340243333120,13,1.49
1363584340243333120,14,1.49
1363584340243333120,15,2.87
1377708440476942080,1,4.51
1377708440476942080,2,4.61
1377708440476942080,3,3.33
1377708440476942080,4,2.41
1377708440476942080,5,1.16
1377708440476942080,6,0.88
1377708440476942080,7,2.56
1377708440476942080,8,2.91
1377708440476942080,9,1.27
1377708440476942080,10,1.37
1377708440476942080,11,0.89
1377708440476942080,12,2.35
1377708440476942080,13,1.92
1377708440476942080,14,1.24
1377708440476942080,15,2.92
1442416868206577920,1,4.32
1442416868206577920,2,1.23
1442416868206577920,3,4.51
1442416868206577920,4,4.33
1442416868206577920,5,4.89
1442416868206577920,6,4.73
1442416868206577920,7,4.73
1442416868206577920,8,3.25
1442416868206577920,9,3.13
1442416868206577920,10,2.75
1442416868206577920,11,3.12
1442416868206577920,12,2.44
1442416868206577920,13,1.33
1442416868206577920,14,1.39
1442416868206577920,15,3.31
1623572203930921984,1,3.53
1623572203930921984,2,1.57
1623572203930921984,3,1.16
1623572203930921984,4,1.01
1623572203930921984,5,1.56
1623572203930921984,6,2.98
1623572203930921984,7,3.37
1623572203930921984,8,1.52
1623572203930921984,9,2.86
1623572203930921984,10,1.99
1623572203930921984,11,1.32
1623572203930921984,12,1.43
1623572203930921984,13,1.42
1623572203930921984,14,1.2
1623572203930921984,15,3.57
1772038581552418560,1,4.39
1772038581552418560,2,3.36
1772038581552418560,3,1.91
1772038581552418560,4,1.34
1772038581552418560,5,1.07
1772038581552418560,6,1.73
1772038581552418560,7,1.97
1772038581552418560,8,1.72
1772038581552418560,9,2.43
1772038581552418560,10,2.28
1772038581552418560,11,0.9
1772038581552418560,12,0.88
1772038581552418560,13,2.63
1772038581552418560,14,2.85
1772038581552418560,15,3.01
1885347630939289088,1,4.86
1885347630939289088,2,2.57
1885347630939289088,3,1.19
1885347630939289088,4,0.94
1885347630939289088,5,1.34
1885347630939289088,6,1.7
1885347630939289088,7,1.29
1885347630939289088,8,1.28
1885347630939289088,9,1.52
1885347630939289088,10,1.27
1885347630939289088,11,1.06
1885347630939289088,12,1.13
1885347630939289088,13,1.3
1885347630939289088,14,4.05
1885347630939289088,15,4.4
1918730444916395520,1,3.97
1918730444916395520,2,2.58
1918730444916395520,3,2.45
1918730444916395520,4,2.05
1918730444916395520,5,0.91
1918730444916395520,6,1.89
1918730444916395520,7,1.3
1918730444916395520,8,1.31
1918730444916395520,9,2.58
1918730444916395520,10,1.38
1918730444916395520,11,1.52
1918730444916395520,12,1.03
1918730444916395520,13,1.2
1918730444916395520,14,1.45
1918730444916395520,15,3.25
2092437156415953664,1,4.78
2092437156415953664,2,4.82
2092437156415953664,3,2.11
2092437156415953664,4,1.63
2092437156415953664,5,1.28
2092437156415953664,6,1.48
2092437156415953664,7,1.16
2092437156415953664,8,1.1
2092437156415953664,9,1.34
2092437156415953664,10,1.7
2092437156415953664,11,2.16
2092437156415953664,12,1.2
2092437156415953664,13,1.58
2092437156415953664,14,1.44
2092437156415953664,15,3.14
2440605918447590400,1,4.83
2440605918447590400,2,3.3
2440605918447590400,3,1.35
2440605918447590400,4,1.58
2440605918447590400,5,0.95
2440605918447590400,6,1.25
2440605918447590400,7,0.75
2440605918447590400,8,1.46
2440605918447590400,9,2.04
2440605918447590400,10,1.35
2440605918447590400,11,1.57
2440605918447590400,12,1.13
2440605918447590400,13,2.93
2440605918447590400,14,1.46
