"Sim_N","Day","AVG_SF_per_Day"
108740678718262640,1,3.76
108740678718262640,2,1.79
108740678718262640,3,1.86
108740678718262640,4,1.82
108740678718262640,5,2.44
108740678718262640,6,1.93
108740678718262640,7,2.79
108740678718262640,8,2.13
108740678718262640,9,2.95
108740678718262640,10,2.98
108740678718262640,11,2.01
108740678718262640,12,2.85
108740678718262640,13,2.2
108740678718262640,14,1.92
108740678718262640,15,3.15
1120006985210449792,1,4.82
1120006985210449792,2,3.61
1120006985210449792,3,1.79
1120006985210449792,4,2.71
1120006985210449792,5,2.54
1120006985210449792,6,2.05
1120006985210449792,7,3.16
1120006985210449792,8,4.03
1120006985210449792,9,1.84
1120006985210449792,10,1.66
1120006985210449792,11,2.1
1120006985210449792,12,2.35
1120006985210449792,13,2.71
1120006985210449792,14,2.08
1120006985210449792,15,3.52
1234619447826404352,1,3.3
1234619447826404352,2,2.32
1234619447826404352,3,1.74
1234619447826404352,4,2.13
1234619447826404352,5,2.42
1234619447826404352,6,2.41
1234619447826404352,7,1.68
1234619447826404352,8,1.77
1234619447826404352,9,2.3
1234619447826404352,10,2.45
1234619447826404352,11,2.82
1234619447826404352,12,2.63
1234619447826404352,13,3.09
1234619447826404352,14,3.46
1234619447826404352,15,3.56
1292974190563817472,1,4.89
1292974190563817472,2,4.56
1292974190563817472,3,3.14
1292974190563817472,4,1.99
1292974190563817472,5,1.9
1292974190563817472,6,1.91
1292974190563817472,7,3.16
1292974190563817472,8,2.63
1292974190563817472,9,2.42
1292974190563817472,10,3.94
1292974190563817472,11,4.26
1292974190563817472,12,4.35
1292974190563817472,13,2.47
1292974190563817472,14,2.89
1292974190563817472,15,3.78
1535810976428952320,1,3.99
1535810976428952320,2,2.45
1535810976428952320,3,2.12
1535810976428952320,4,2.08
1535810976428952320,5,2.34
1535810976428952320,6,1.78
1535810976428952320,7,2.56
1535810976428952320,8,1.78
1535810976428952320,9,2.58
1535810976428952320,10,2.51
1535810976428952320,11,2.31
1535810976428952320,12,2.36
1535810976428952320,13,2.44
1535810976428952320,14,2.08
1535810976428952320,15,3.51
1601493058418070528,1,4.98
1601493058418070528,2,3.15
1601493058418070528,3,2.63
1601493058418070528,4,2.18
1601493058418070528,5,1.54
1601493058418070528,6,2.11
1601493058418070528,7,2.27
1601493058418070528,8,2.72
1601493058418070528,9,1.87
1601493058418070528,10,2.18
1601493058418070528,11,2.65
1601493058418070528,12,1.88
1601493058418070528,13,1.99
1601493058418070528,14,2.2
1601493058418070528,15,3.79
1812866708746713088,1,4.6
1812866708746713088,2,3.68
1812866708746713088,3,3.2
1812866708746713088,4,2.84
1812866708746713088,5,2.57
1812866708746713088,6,1.99
1812866708746713088,7,2.33
1812866708746713088,8,1.92
1812866708746713088,9,2.28
1812866708746713088,10,3.62
1812866708746713088,11,2.41
1812866708746713088,12,1.62
1812866708746713088,13,2.15
1812866708746713088,14,3.07
1812866708746713088,15,3.87
1890834744188853248,1,4.47
1890834744188853248,2,3.66
1890834744188853248,3,2.34
1890834744188853248,4,1.71
1890834744188853248,5,1.68
1890834744188853248,6,1.95
1890834744188853248,7,1.88
1890834744188853248,8,1.92
1890834744188853248,9,2.21
1890834744188853248,10,2.25
1890834744188853248,11,2.32
1890834744188853248,12,2.35
1890834744188853248,13,3.26
1890834744188853248,14,4.56
1890834744188853248,15,4.38
2005310894979549184,1,4.72
2005310894979549184,2,3.4
2005310894979549184,3,2.31
2005310894979549184,4,1.93
2005310894979549184,5,3.33
2005310894979549184,6,2.31
2005310894979549184,7,1.95
2005310894979549184,8,3.01
2005310894979549184,9,2.99
2005310894979549184,10,1.83
2005310894979549184,11,1.64
2005310894979549184,12,1.89
2005310894979549184,13,2.61
2005310894979549184,14,2.55
2005310894979549184,15,2.97
2091623883594023680,1,4.91
2091623883594023680,2,3.73
2091623883594023680,3,2.05
2091623883594023680,4,1.76
2091623883594023680,5,2.1
2091623883594023680,6,1.45
2091623883594023680,7,2.31
2091623883594023680,8,1.9
2091623883594023680,9,2.1
2091623883594023680,10,2.02
2091623883594023680,11,2.41
2091623883594023680,12,2.06
2091623883594023680,13,2.73
2091623883594023680,14,2.83
2091623883594023680,15,3.11
2156253969252401152,1,4.97
2156253969252401152,2,4.96
2156253969252401152,3,4.32
2156253969252401152,4,2.27
2156253969252401152,5,2.31
2156253969252401152,6,2.01
2156253969252401152,7,1.84
2156253969252401152,8,2.17
2156253969252401152,9,2.76
2156253969252401152,10,2.58
2156253969252401152,11,2.54
2156253969252401152,12,2.72
2156253969252401152,13,2.12
2156253969252401152,14,2.72
2156253969252401152,15,4.75
2208886660445546240,1,4.73
2208886660445546240,2,2.49
2208886660445546240,3,1.95
2208886660445546240,4,1.78
2208886660445546240,5,1.61
2208886660445546240,6,1.92
2208886660445546240,7,2.76
2208886660445546240,8,2.32
2208886660445546240,9,1.74
2208886660445546240,10,2.3
2208886660445546240,11,2.74
2208886660445546240,12,2.06
2208886660445546240,13,2.84
2208886660445546240,14,1.96
2208886660445546240,15,3.92
2264463708774730240,1,3.68
2264463708774730240,2,2.63
2264463708774730240,3,2.06
2264463708774730240,4,4.03
2264463708774730240,5,2.12
2264463708774730240,6,2.09
2264463708774730240,7,3.29
2264463708774730240,8,1.73
2264463708774730240,9,2.71
2264463708774730240,10,1.94
2264463708774730240,11,2.25
2264463708774730240,12,3.07
2264463708774730240,13,3.56
2264463708774730240,14,3.57
